Gesture_record,Body_part,Contact_recipient,Lateral_use,Repetition,Recording_number
Touch,Hand,Extremity,NA,NA,R202557
Push,Hand,Extremity,Unimanual,NA,R201753
Push,Knuckles,Extremity,Unimanual,NA,R201754
GrabHold,Hand,TorsoBack,Unimanual,NA,R202892
Grab,Hand,TorsoBack,Unimanual,NA,R202893
Pull,Hand,TorsoBack,Unimanual,NA,R202894
ObjectMove,Hand,NA,Unimanual,NA,R201820
Present,BodyFront,NA,NA,NA,R201752
HitObject,Hand,NA,Unimanual,Singular,R202899
ObjectMove,Body,NA,NA,NA,R203030
LocomoteStiffWalk,Body,NA,NA,NA,R203031
HitRecipientSoft,Fingers,TorsoFront,Unimanual,Repeated,R201979
Bite,Mouth,Extremity,NA,NA,R200009
Push,Hand,Extremity,Unimanual,NA,R203391
HitObject,Hand,NA,Unimanual,Repeated,R200326
Shake,Head,NA,NA,Repeated,R200549
LocomoteGallop,Body,NA,NA,NA,R202714
ObjectMove,Hand,NA,Unimanual,NA,R202715
Grab,Hand,TorsoBack,Unimanual,NA,R201930
Present,Leg,NA,NA,NA,R203408
ObjectMove,Hand,NA,Unimanual,NA,R202754
LocomoteRecipient,Body,NA,NA,NA,R202755
Push,Fingers,Head,Unimanual,NA,R203388
Embrace,Arm,TorsoBack,Unimanual,NA,R203389
Bite,Mouth,Head,NA,NA,R203390
HitRecipient,Hand,TorsoBack,Unimanual,Singular,R201932
Grab,Hand,TorsoBack,Unimanual,NA,R201933
Embrace,Arm,TorsoBack,Unimanual,NA,R201935
Bite,Mouth,TorsoBack,NA,NA,R203405
GrabHold,Hand,Extremity,Unimanual,NA,R202758
Push,Arm,TorsoBack,Unimanual,NA,R200915
TouchLong,Hand,TorsoBack,NA,NA,R202948
TouchLong,Hand,Unclear,NA,NA,R203406
Push,Hand,TorsoBack,Unimanual,NA,R203407
Present,Arm,NA,NA,NA,R202950
Bite,Mouth,Extremity,NA,NA,R201931
Push,Fingers,Head,Unimanual,NA,R202757
TouchLong,Hand,Head,NA,NA,R201980
JabAt,Hand,NA,NA,NA,R200914
Pull,Hand,Extremity,Unimanual,NA,R202611
Push,Hand,TorsoBack,Unimanual,NA,R203023
Present,Bottom,NA,NA,NA,R202658
Fling,Arm,NA,Unimanual,NA,R202605
TouchLong,Hand,TorsoBack,NA,NA,R202606
ObjectMove,Hand,NA,Unimanual,NA,R202901
Grab,Hand,Extremity,Unimanual,NA,R203039
Touch,Hand,TorsoBack,NA,NA,R203037
Embrace,Arm,TorsoBack,Unimanual,NA,R203038
Present,Back,NA,NA,NA,R203046
Reach,Hand,NA,NA,NA,R202920
ObjectMove,Hand,NA,Unimanual,NA,R203048
ObjectMove,Hand,NA,Unimanual,NA,R203049
ObjectMove,Hand,NA,Unimanual,NA,R203050
StiffStance,Body,NA,NA,NA,R203051
ObjectMove,Hand,NA,Unimanual,NA,R203052
Present,Leg,NA,NA,NA,R202949
ObjectMove,Hand,NA,Unimanual,NA,R202742
ObjectMove,Hand,NA,Unimanual,NA,R202743
Grab,Fingers,Extremity,Unimanual,NA,R202728
Grab,Hand,Extremity,Unimanual,NA,R202729
Grab,Fingers,Extremity,Unimanual,NA,R202730
Grab,Hand,Extremity,Unimanual,NA,R202731
Push,Hand,TorsoBack,Unimanual,NA,R202732
Push,Hand,TorsoBack,Unimanual,NA,R202733
Push,Hand,TorsoBack,Unimanual,NA,R202667
Pull,Hand,TorsoFront,Unimanual,NA,R203425
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202773
StompObject,Foot,NA,Unimanual,Singular,R202774
Pull,Hand,TorsoBack,Unimanual,NA,R202952
Push,Hand,TorsoBack,Unimanual,NA,R202953
Grab,Hand,Extremity,Unimanual,NA,R202612
Present,Back,NA,NA,NA,R203022
Grab,Hand,Extremity,Unimanual,NA,R202604
Present,BodyChest,NA,NA,NA,R203394
Pull,Hand,TorsoBack,Unimanual,NA,R202902
Pull,Hand,TorsoBack,Unimanual,NA,R202903
Pull,Hand,TorsoBack,Unimanual,NA,R202905
Shake,Head,NA,NA,Repeated,R202904
Touch,Hand,TorsoBack,NA,NA,R203036
Present,BodyChest,NA,NA,NA,R203393
LocomoteStiffWalk,Body,NA,NA,NA,R202918
Lunge,Body,NA,NA,NA,R203053
Shake,Head,NA,NA,Singular,R201937
Present,Bottom,NA,NA,NA,R201981
Present,Back,NA,NA,NA,R202954
Reach,Hand,NA,NA,NA,R202744
BumpInto,Body,TorsoBack,NA,NA,R203426
Present,Body,NA,NA,NA,R201830
BiteThreat,Mouth,NA,NA,NA,R203045
Kiss,Mouth,Head,NA,NA,R203427
Pull,Hand,TorsoBack,Unimanual,NA,R203428
Reach,Hand,NA,NA,NA,R202674
ObjectMove,Hand,NA,Unimanual,NA,R202769
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202770
ObjectMove,Hand,NA,Unclear,NA,R202907
Fling,Arm,NA,Unimanual,NA,R203429
Touch,Hand,TorsoBack,NA,NA,R203430
TouchLong,Knuckles,TorsoBack,NA,NA,R202923
ObjectMove,Hand,NA,Unimanual,NA,R202619
StiffStance,Body,NA,NA,NA,R202620
HitRecipient,Hand,TorsoBack,Unimanual,Repeated,R203019
StiffStance,Body,NA,NA,NA,R203385
Touch,Hand,TorsoBack,NA,NA,R203386
Shake,Hand,NA,Unimanual,Singular,R202552
HitObject,Hand,NA,Bimanual,Singular,R202662
ObjectMove,Hand,NA,Unimanual,NA,R202663
RakeObject,Fingers,NA,NA,NA,R202664
HitObject,Arm,NA,Bimanual,Singular,R202665
ChestBeat,Hand,NA,Bimanual,Repeated,R203054
ObjectMoveFiddle,Fingers,NA,Unimanual,NA,R201822
Reach,Hand,NA,NA,NA,R201823
ObjectMove,Hand,NA,Unimanual,NA,R202671
ObjectMove,Hand,NA,Unimanual,NA,R202672
OverStance,Arm,NA,NA,NA,R202673
LocomoteBipedal,Body,NA,NA,NA,R202751
Turn,Body,NA,NA,NA,R202753
ObjectMove,Arm,NA,Unimanual,NA,R202752
ObjectMove,Hand,NA,Unimanual,NA,R201755
HitRecipient,Hand,TorsoBack,Bimanual,Singular,R201756
HitObject,Hand,NA,Bimanual,Singular,R202906
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202926
ObjectMove,Hand,NA,Unimanual,NA,R202922
Push,Hand,Extremity,Unimanual,NA,R201919
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R201920
TouchLong,Hand,TorsoBack,NA,NA,R203020
TouchLong,Hand,Genitals,NA,NA,R203387
Grab,Hand,Extremity,Unimanual,NA,R202666
Push,Arm,TorsoBack,Unimanual,NA,R201964
HitObject,Hand,NA,Unimanual,Singular,R202897
HitObject,Hand,NA,Bimanual,Repeated,R203402
Touch,Hand,Head,NA,NA,R203403
Embrace,Arm,Head,Unimanual,NA,R203404
Present,Body,NA,NA,NA,R201923
Present,Back,NA,NA,NA,R201924
LeanIn,Body,TorsoFront,NA,NA,R202925
Pull,Hand,Extremity,Unimanual,NA,R202921
Touch,Hand,TorsoBack,NA,NA,R202911
Grab,Hand,TorsoBack,Unimanual,NA,R202912
Pull,Hand,TorsoBack,Unimanual,NA,R202913
BumpInto,Body,TorsoBack,NA,NA,R202726
Touch,Hand,Extremity,NA,NA,R203016
Touch,Hand,TorsoFront,NA,NA,R203017
LocomoteRecipient,Body,NA,NA,NA,R203021
GazeStance,Body,NA,NA,NA,R201938
GazeStance,Body,NA,NA,NA,R201939
GazeStance,Body,NA,NA,NA,R201940
GazeStance,Body,NA,NA,NA,R201941
GazeStance,Body,NA,NA,NA,R201942
GazeStance,Body,NA,NA,NA,R201943
GazeStance,Body,NA,NA,NA,R201944
GazeStance,Body,NA,NA,NA,R201945
GazeStance,Body,NA,NA,NA,R201946
GazeStance,Body,NA,NA,NA,R201947
PlaceOnObject,Knuckles,NA,NA,NA,R201948
PlaceOnObject,Knuckles,NA,NA,NA,R201949
PlaceOnObject,Knuckles,NA,NA,NA,R201950
PlaceOnObject,Hand,NA,NA,NA,R201951
HitObject,Hand,NA,Unimanual,Singular,R201952
Reach,Hand,NA,NA,NA,R201953
ObjectMoveFiddle,Hand,NA,Unimanual,NA,R201954
PlaceOnObject,Hand,NA,NA,NA,R201955
ObjectMoveFiddle,Hand,NA,Unimanual,NA,R201956
ObjectShake,Hand,NA,Unimanual,Singular,R201957
ObjectMoveFiddle,Hand,NA,Unimanual,NA,R201958
Raise,Hand,NA,NA,NA,R201959
Reach,Hand,NA,NA,NA,R203626
Reach,Hand,NA,NA,NA,R201960
ObjectMoveFiddle,Hand,NA,Unimanual,NA,R201961
BumpInto,Body,TorsoBack,NA,NA,R202898
Touch,Knuckles,TorsoBack,NA,NA,R202896
HitRecipient,Hand,TorsoBack,Bimanual,Repeated,R201776
Present,Leg,NA,NA,NA,R202741
ObjectMove,Hand,NA,Unimanual,NA,R202670
HitObject,Hand,NA,Bimanual,Repeated,R203400
Shake,Head,NA,NA,Singular,R203401
Touch,Hand,TorsoBack,NA,NA,R202924
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R201777
ObjectMove,Hand,NA,Unimanual,NA,R201778
ObjectMove,Hand,NA,Unimanual,NA,R202756
Push,Arm,Extremity,Unimanual,NA,R202740
ObjectMove,Hand,NA,Unimanual,NA,R202908
LocomoteRecipient,Body,NA,NA,NA,R202910
LocomoteBipedal,Body,NA,NA,NA,R202909
ChestBeat,Hand,NA,Bimanual,Repeated,R202551
LocomoteStiffWalk,Body,NA,NA,NA,R203012
Touch,Hand,TorsoBack,NA,NA,R203013
Push,Mouth,Extremity,NA,NA,R203014
Beckon,Hand,NA,NA,NA,R203015
Shake,Head,NA,NA,Repeated,R202608
ChestBeat,Hand,NA,Bimanual,Repeated,R202609
ObjectMove,Hand,NA,Unimanual,NA,R202610
Push,Hand,Extremity,Unimanual,NA,R201832
ObjectMove,Hand,NA,Bimanual,NA,R201925
StiffStance,Body,NA,NA,NA,R201927
Swing,Leg,NA,Unimanual,Singular,R201928
Fling,Arm,NA,Unimanual,NA,R201929
LocomoteStiffRun,Body,NA,NA,NA,R201926
Beckon,Arm,NA,NA,NA,R202563
Pull,Hand,Extremity,Unimanual,NA,R202916
Present,Body,NA,NA,NA,R202680
Grab,Hand,Extremity,Unimanual,NA,R203011
LocomoteStiffWalk,Body,NA,NA,NA,R202675
Jab,Leg,Extremity,NA,NA,R202676
Reach,Arm,NA,NA,NA,R202713
Embrace,Arm,TorsoBack,Unimanual,NA,R203382
Present,Leg,NA,NA,NA,R203024
HitObject,Hand,NA,Bimanual,Repeated,R202631
ObjectDrop,Hand,NA,NA,NA,R202632
Present,Leg,NA,NA,NA,R203026
ObjectMove,Hand,NA,Unimanual,NA,R202776
Turn,Body,NA,NA,NA,R202777
Grab,Hand,TorsoBack,Unimanual,NA,R203735
Pivot,Body,NA,NA,NA,R203734
LeanIn,Body,TorsoBack,NA,NA,R202564
Embrace,Arm,Head,Unimanual,NA,R203399
RakeObject,Fingers,NA,NA,NA,R201749
HitObject,Hand,NA,Bimanual,Singular,R201750
Grab,Hand,Extremity,Unimanual,NA,R202555
Present,Leg,NA,NA,NA,R202951
Push,Hand,TorsoFront,Unimanual,NA,R203141
HitRecipient,Hand,TorsoBack,Bimanual,Repeated,R203007
HitRecipient,Hand,TorsoBack,Bimanual,Repeated,R203008
Beckon,Arm,NA,NA,NA,R202616
Push,Knuckles,TorsoFront,Unimanual,NA,R202556
Fling,Arm,NA,Unimanual,NA,R201976
Reach,Hand,NA,NA,NA,R202679
Embrace,Arm,TorsoBack,Unimanual,NA,R203381
Present,Leg,NA,NA,NA,R203025
Push,Hand,Head,Unimanual,NA,R203040
Present,Arm,NA,NA,NA,R203041
LocomoteStiffWalk,Body,NA,NA,NA,R203042
ObjectStance,Body,NA,NA,NA,R203044
Push,Hand,Extremity,Unimanual,NA,R202424
Pull,Hand,Extremity,Unimanual,NA,R202227
ObjectMove,Hand,NA,Unimanual,NA,R202052
Touch,Hand,TorsoBack,NA,NA,R202053
LocomoteStiffRun,Body,NA,NA,NA,R203552
Push,Arm,TorsoBack,Unimanual,NA,R203553
Raise,Hand,NA,NA,NA,R202208
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R203666
HitObject,Hand,NA,Unimanual,Repeated,R202258
HitRecipient,Hand,TorsoFront,Unimanual,Repeated,R202259
Present,Leg,NA,NA,NA,R203524
Touch,Hand,TorsoBack,NA,NA,R203560
Push,Hand,Extremity,Unimanual,NA,R202100
Present,Back,NA,NA,NA,R202225
Present,BodyFront,NA,NA,NA,R202226
Present,Leg,NA,NA,NA,R202063
Touch,Fingers,TorsoBack,NA,NA,R202139
ObjectMove,Hand,NA,Unimanual,NA,R202048
Touch,Hand,TorsoBack,NA,NA,R203533
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202031
Present,Arm,NA,NA,NA,R202040
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202203
Embrace,Arm,TorsoBack,Unimanual,NA,R203554
StiffStance,Body,NA,NA,NA,R202204
ObjectShake,Hand,NA,Bimanual,Repeated,R202205
StiffStance,Body,NA,NA,NA,R202206
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202285
Present,Back,NA,NA,NA,R203275
Touch,Hand,TorsoBack,NA,NA,R203532
Dangle,Body,NA,NA,NA,R202437
HeadStand,Body,NA,NA,NA,R202251
Present,Body,NA,NA,NA,R202252
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202062
LeanIn,Body,TorsoBack,NA,NA,R203561
GazeStance,Body,NA,NA,NA,R202111
GazeStance,Body,NA,NA,NA,R202112
GazeStance,Body,NA,NA,NA,R202113
GazeStance,Body,NA,NA,NA,R202114
Raise,Hand,NA,NA,NA,R202116
HitObject,Hand,NA,Unimanual,Singular,R202117
PlaceOnObject,Knuckles,NA,NA,NA,R203628
PlaceOnObject,Hand,NA,NA,NA,R203629
GazeStance,Body,NA,NA,NA,R202115
GazeStance,Body,NA,NA,NA,R203630
GazeStance,Body,NA,NA,NA,R203631
GazeStance,Body,NA,NA,NA,R203632
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202385
ChestBeat,Hand,NA,Bimanual,Repeated,R203513
Touch,Hand,TorsoBack,NA,NA,R203514
StiffStance,Body,NA,NA,NA,R203562
Touch,Hand,Head,NA,NA,R203563
Push,Hand,Head,Unimanual,NA,R202391
Jab,Foot,Extremity,NA,NA,R203516
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R2021128
ObjectMove,Hand,NA,Unimanual,NA,R2021129
LocomoteStiffRun,Body,NA,NA,NA,R203538
HitRecipient,Leg,TorsoBack,Unimanual,Singular,R203539
Lunge,Body,NA,NA,NA,R202444
Fling,Arm,NA,Unimanual,NA,R202445
Fling,Arm,NA,Unimanual,NA,R203638
Present,Arm,NA,NA,NA,R202249
Grab,Hand,TorsoBack,Unimanual,NA,R202400
Present,Back,NA,NA,NA,R203663
LocomoteRecipient,Body,NA,NA,NA,R203515
LocomoteStiffRun,Body,NA,NA,NA,R202188
BumpInto,Body,TorsoBack,NA,NA,R202189
Beckon,Arm,NA,NA,NA,R202395
HitRecipient,Hand,Extremity,Unimanual,Singular,R202396
Kiss,Mouth,TorsoFront,NA,NA,R203564
Touch,Hand,TorsoFront,NA,NA,R203565
Pull,Hand,Extremity,Unimanual,NA,R203566
HitRecipient,Hand,Extremity,Unimanual,Singular,R203567
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202055
TouchLong,Knuckles,TorsoBack,NA,NA,R202056
Embrace,Arm,TorsoBack,Unimanual,NA,R202193
Touch,Hand,TorsoBack,NA,NA,R202194
HitObject,Fingers,NA,Unimanual,Singular,R202125
Swing,Arm,NA,Unimanual,Singular,R202126
Raise,Hand,NA,NA,NA,R202127
LayOn,Leg,TorsoFront,NA,NA,R203529
Embrace,Arm,TorsoBack,Unimanual,NA,R203540
HitObject,Hand,NA,Unimanual,Singular,R203639
Lunge,Body,NA,NA,NA,R203641
Fling,Arm,NA,Unimanual,NA,R203640
GazeStance,Body,NA,NA,NA,R203531
Present,Leg,NA,NA,NA,R203511
TouchLong,Hand,TorsoBack,NA,NA,R202393
GrabHold,Hand,Extremity,Unimanual,NA,R202394
HitObject,Hand,NA,Bimanual,Repeated,R202401
Touch,Hand,TorsoBack,NA,NA,R202402
ObjectMove,Hand,NA,Unimanual,NA,R202185
StompObject,Fist,NA,Unimanual,Singular,R202186
Pull,Hand,Extremity,Unimanual,NA,R202187
Fling,Arm,NA,Unimanual,NA,R202410
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202050
Reach,Hand,NA,NA,NA,R203518
Embrace,Arm,TorsoBack,Unimanual,NA,R203519
HitRecipient,Hand,TorsoBack,Unimanual,Repeated,R202155
Touch,Hand,TorsoBack,NA,NA,R202392
ChestBeat,Hand,NA,Bimanual,Repeated,R203556
Present,BodyChest,NA,NA,NA,R203274
Push,Hand,Head,Unimanual,NA,R203555
Grab,Hand,Extremity,Unimanual,NA,R202141
Present,Bottom,NA,NA,NA,R203526
HitSelf,Hand,NA,Unimanual,Repeated,R202403
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R203664
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R203665
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202406
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202054
SpinPirouette,Body,NA,NA,Singular,R202265
Present,Leg,NA,NA,NA,R202207
TouchLong,Fingers,TorsoFront,NA,NA,R202119
HitObject,Hand,NA,Bimanual,Singular,R203559
HitRecipientSoft,Hand,Unclear,Bimanual,Repeated,R203507
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202387
Push,Hand,Extremity,Unimanual,NA,R202216
BiteThreat,Mouth,NA,NA,NA,R202215
Fling,Arm,NA,Unimanual,NA,R202425
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202426
SpinPirouette,Body,NA,NA,Singular,R202427
HitRecipient,Hand,TorsoFront,Bimanual,Repeated,R202414
HitRecipient,Hand,TorsoFront,Unimanual,Repeated,R202415
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202095
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202057
ObjectMove,Hand,NA,Unimanual,NA,R202058
HitRecipient,Hand,Head,Unimanual,Singular,R202122
HitRecipient,Hand,TorsoBack,Unimanual,Singular,R202123
HitRecipient,Hand,TorsoBack,Unimanual,Singular,R202124
HitRecipient,Hand,TorsoBack,Unimanual,Repeated,R203541
BiteThreat,Mouth,NA,NA,NA,R202389
Touch,Hand,Extremity,NA,NA,R202390
ObjectMove,Hand,NA,Unimanual,NA,R203510
Swing,Arm,NA,Unimanual,Singular,R202428
Bite,Mouth,Unclear,NA,NA,R202138
HitRecipientSoft,Knuckles,TorsoBack,Bimanual,Repeated,R203272
Present,Foot,NA,NA,NA,R203528
Reach,Hand,NA,NA,NA,R202120
Touch,Hand,Extremity,NA,NA,R202121
LocomoteRecipient,Body,NA,NA,NA,R202146
Touch,Hand,TorsoBack,NA,NA,R202179
ObjectMove,Hand,NA,Unimanual,NA,R202386
Push,Hand,Unclear,Unimanual,NA,R202404
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202051
BiteThreat,Mouth,NA,NA,NA,R203633
Embrace,Arm,TorsoBack,Unimanual,NA,R203634
HeadAvert,Head,NA,NA,NA,R202434
Touch,Hand,Head,NA,NA,R202070
LeanIn,Body,TorsoBack,NA,NA,R202134
Push,Fingers,Head,Unimanual,NA,R202418
LocomoteStiffRun,Body,NA,NA,NA,R202176
Jab,Foot,TorsoBack,NA,NA,R202177
HitRecipient,Hand,TorsoBack,Unimanual,Repeated,R202059
HitRecipient,Hand,TorsoBack,Unimanual,Repeated,R202060
ObjectMove,Hand,NA,Unimanual,NA,R202416
Grab,Hand,Head,Unimanual,NA,R202417
Grab,Hand,TorsoBack,Unimanual,NA,R202132
Beckon,Arm,NA,NA,NA,R203517
Dangle,Body,NA,NA,NA,R202435
Embrace,Arm,TorsoBack,Unimanual,NA,R202436
Embrace,Arm,TorsoBack,Unimanual,NA,R203636
Kiss,Mouth,TorsoFront,NA,NA,R202212
Kiss,Mouth,TorsoFront,NA,NA,R202213
LeanIn,Head,TorsoFront,NA,NA,R203512
ChestBeat,Hand,NA,Bimanual,Repeated,R202133
Reach,Hand,NA,NA,NA,R202237
TouchLong,Hand,Extremity,NA,NA,R202238
Touch,Hand,Extremity,NA,NA,R202239
Raise,Hand,NA,NA,NA,R202209
Reach,Hand,NA,NA,NA,R202210
Touch,Hand,TorsoBack,NA,NA,R202211
Pivot,Body,NA,NA,NA,R202439
Grab,Hand,TorsoBack,Unimanual,NA,R203637
HitRecipient,Hand,TorsoBack,Unimanual,Singular,R202440
ObjectMove,Hand,NA,Unimanual,NA,R202049
GazeStance,Body,NA,NA,NA,R203520
Present,Leg,NA,NA,NA,R202154
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202202
Touch,Knuckles,TorsoBack,NA,NA,R203635
LocomoteStiffWalk,Body,NA,NA,NA,R203557
HitRecipient,Hand,Head,Unimanual,Singular,R203505
HitSelf,Hand,NA,Unimanual,Repeated,R203506
BiteThreat,Mouth,NA,NA,NA,R202037
Reach,Hand,NA,NA,NA,R202153
Touch,Hand,TorsoBack,NA,NA,R202262
Present,Back,NA,NA,NA,R203525
Fling,Arm,NA,Unimanual,NA,R202264
OverStance,Arm,NA,NA,NA,R202446
LayOn,Leg,TorsoFront,NA,NA,R202447
ObjectMove,Hand,NA,Unimanual,NA,R202201
Touch,Hand,Extremity,NA,NA,R202130
Touch,Hand,TorsoBack,NA,NA,R202131
Touch,Hand,TorsoBack,NA,NA,R203558
TouchLong,Hand,TorsoBack,NA,NA,R203503
HitRecipientSoft,Hand,TorsoBack,Unimanual,Repeated,R203504
HitRecipient,Hand,TorsoBack,Unclear,Repeated,R202147
Raise,Hand,NA,NA,NA,R202148
HitRecipient,Hand,TorsoBack,Unclear,Repeated,R202150
Embrace,Arm,TorsoBack,Unclear,NA,R202151
Embrace,Arm,TorsoBack,Bimanual,NA,R202152
HitRecipient,Hand,TorsoBack,Bimanual,Repeated,R202149
Touch,Hand,Genitals,NA,NA,R203273
LeanIn,Body,TorsoFront,NA,NA,R202263
Dangle,Body,NA,NA,NA,R202044
HitSelf,Hand,NA,Unimanual,Singular,R202045
HitObject,Hand,NA,Unimanual,Singular,R202046
Reach,Hand,NA,NA,NA,R202047
ObjectMove,Hand,NA,Unimanual,NA,R202041
ObjectStance,Body,NA,NA,NA,R202042
ChestBeat,Hand,NA,Bimanual,Repeated,R202260
Raise,Fist,NA,NA,NA,R202233
Present,Unclear,NA,NA,NA,R202247
Fling,Arm,NA,Unimanual,NA,R202257
LeanIn,Body,TorsoFront,NA,NA,R202431
Kiss,Mouth,TorsoFront,NA,NA,R202432
Embrace,Arm,TorsoBack,Unimanual,NA,R203535
Touch,Hand,TorsoBack,NA,NA,R203530
StiffStance,Body,NA,NA,NA,R203266
StiffStance,Body,NA,NA,NA,R203267
StiffStance,Body,NA,NA,NA,R203268
Touch,Hand,TorsoBack,NA,NA,R203543
StiffStance,Body,NA,NA,NA,R203682
LocomoteStiffWalk,Body,NA,NA,NA,R203683
ObjectMove,Hand,NA,Unimanual,NA,R203684
GrabHold,Hand,TorsoBack,Unimanual,NA,R203527
Present,Bottom,NA,NA,NA,R202419
TouchLong,Knuckles,TorsoBack,NA,NA,R203544
ObjectShake,Hand,NA,Bimanual,Repeated,R202253
HeadStand,Body,NA,NA,NA,R202254
HitRecipient,Hand,Extremity,Unimanual,Repeated,R202243
ChestBeatInformal,Fist,NA,Bimanual,Repeated,R202244
HitRecipient,Arm,TorsoFront,Bimanual,Singular,R202245
ChestBeatInformal,Fist,NA,Bimanual,Repeated,R202246
ObjectShake,Hand,NA,Unimanual,Repeated,R202242
ChestBeatInformal,Fist,NA,Bimanual,Repeated,R203495
Present,Bottom,NA,NA,NA,R202217
Present,Body,NA,NA,NA,R202220
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202261
Raise,Hand,NA,NA,NA,R202228
HitSelf,Hand,NA,Unimanual,Repeated,R202229
Raise,Hand,NA,NA,NA,R202230
Push,Knuckles,TorsoBack,Unimanual,NA,R202397
Push,Hand,Head,Unimanual,NA,R202250
SpinPirouette,Body,NA,NA,Singular,R202255
Touch,Fingers,Head,NA,NA,R202256
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202137
LocomoteStiffRun,Body,NA,NA,NA,R203534
LocomoteStiffWalk,Body,NA,NA,NA,R203269
GazeStance,Body,NA,NA,NA,R203270
LocomoteStiffWalk,Body,NA,NA,NA,R203271
Touch,Hand,TorsoBack,NA,NA,R203536
Embrace,Arm,TorsoBack,Bimanual,NA,R203537
LayOn,Leg,Extremity,NA,NA,R203542
TouchLong,Hand,TorsoBack,NA,NA,R202232
Swing,Arm,NA,Unimanual,Singular,R202198
ObjectMove,Hand,NA,Unimanual,NA,R202408
Pivot,Body,NA,NA,NA,R202409
Present,Body,NA,NA,NA,R202241
ChestBeat,Hand,NA,Bimanual,Repeated,R202033
HitObject,Hand,NA,Unimanual,Singular,R202191
Present,Leg,NA,NA,NA,R202157
Present,Head,NA,NA,NA,R202218
Present,Head,NA,NA,NA,R202219
HitSelf,Hand,NA,Unimanual,Singular,R202135
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202136
Present,Back,NA,NA,NA,R202223
Present,Leg,NA,NA,NA,R202061
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202420
Pivot,Body,NA,NA,NA,R202421
Reach,Hand,NA,NA,NA,R202422
Grab,Hand,TorsoBack,Unimanual,NA,R202423
Pivot,Body,NA,NA,NA,R203624
ObjectStance,Body,NA,NA,NA,R203625
Turn,Body,NA,NA,NA,R203621
HitObject,Hand,NA,Unclear,Repeated,R203622
LocomoteStiffRun,Body,NA,NA,NA,R203497
Touch,Hand,TorsoBack,NA,NA,R203498
Grab,Fingers,Mouth,Unimanual,NA,R202096
HitRecipient,Fist,Extremity,Unimanual,Singular,R202097
Touch,Fingers,Extremity,NA,NA,R202098
ChestBeat,Hand,NA,Bimanual,Repeated,R202231
LocomoteStiffWalk,Body,NA,NA,NA,R202035
GazeStance,Body,NA,NA,NA,R203521
Beckon,Arm,NA,NA,NA,R203522
Present,Leg,NA,NA,NA,R202156
Present,Back,NA,NA,NA,R202224
ObjectMove,Hand,NA,Unimanual,NA,R202200
StiffStance,Body,NA,NA,NA,R203681
HitObject,Hand,NA,Unimanual,Repeated,R203623
GazeStance,Body,NA,NA,NA,R203496
Present,Body,NA,NA,NA,R202140
Reach,Hand,NA,NA,NA,R202099
Reach,Hand,NA,NA,NA,R202038
Embrace,Arm,TorsoBack,Bimanual,NA,R202039
BumpInto,Body,TorsoBack,NA,NA,R202234
LocomoteGallop,Body,NA,NA,NA,R202235
ObjectShake,Hand,NA,Unimanual,Singular,R202236
LocomoteStiffRun,Body,NA,NA,NA,R202407
Reach,Hand,NA,NA,NA,R203523
Present,Body,NA,NA,NA,R202221
Present,Back,NA,NA,NA,R202288
HitRecipient,Hand,TorsoBack,Bimanual,Repeated,R202302
Shake,Head,NA,NA,Repeated,R202303
Present,Leg,NA,NA,NA,R202289
ChestBeat,Hand,NA,Bimanual,Repeated,R202266
StiffStance,Body,NA,NA,NA,R202267
Pull,Hand,TorsoBack,Unimanual,NA,R202319
Beckon,Arm,NA,NA,NA,R202320
OverStance,Body,NA,NA,NA,R202020
TouchLong,Hand,TorsoBack,NA,NA,R202021
Push,Hand,Head,Unimanual,NA,R202343
Present,Body,NA,NA,NA,R202301
Present,Leg,NA,NA,NA,R202304
Present,Unclear,NA,NA,NA,R201990
Present,Unclear,NA,NA,NA,R201991
OverStance,Body,NA,NA,NA,R202340
