Gesture_record,Morph,Recording_number,Body_part,Contact_recipient,Lateral_use,Repetition
Gesture_record_25,NA,Recording_number_2300,Body_part_15,Contact_recipient_1,Lateral_use_1,NA
Gesture_record_25,Morph_122,Recording_number_1468,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_69,Morph_10,Recording_number_3187,Body_part_16,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_42,Morph_92,Recording_number_1490,Body_part_16,NA,NA,NA
Gesture_record_45,Morph_85,Recording_number_3207,Body_part_6,Contact_recipient_2,NA,NA
Gesture_record_25,Morph_75,Recording_number_2133,Body_part_2,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_27,Morph_13,Recording_number_1057,Body_part_12,NA,NA,NA
Gesture_record_25,Morph_81,Recording_number_2923,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_21,Morph_50,Recording_number_2446,Body_part_10,NA,NA,NA
Gesture_record_72,Morph_70,Recording_number_2178,Body_part_14,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_2022,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_27,Morph_13,Recording_number_1325,Body_part_12,NA,NA,NA
Gesture_record_74,Morph_26,Recording_number_1280,Body_part_14,NA,NA,NA
Gesture_record_74,Morph_26,Recording_number_2174,Body_part_14,NA,NA,NA
Gesture_record_25,Morph_75,Recording_number_547,Body_part_15,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_25,Morph_75,Recording_number_2204,Body_part_14,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_25,Morph_82,Recording_number_1581,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_27,Morph_13,Recording_number_237,Body_part_12,NA,NA,NA
Gesture_record_67,Morph_12,Recording_number_1160,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_66,Morph_77,Recording_number_1273,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_66,Morph_77,Recording_number_765,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_67,Morph_12,Recording_number_503,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_65,Morph_21,Recording_number_2662,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_67,Morph_58,Recording_number_95,Body_part_8,NA,Lateral_use_1,Repetition_3
Gesture_record_67,Morph_12,Recording_number_1957,Body_part_8,NA,Lateral_use_2,Repetition_3
Gesture_record_66,Morph_87,Recording_number_2913,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_65,Morph_2,Recording_number_2281,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_81,Recording_number_522,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_75,Recording_number_2427,Body_part_15,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_25,Morph_55,Recording_number_1212,Body_part_14,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_55,Recording_number_1018,Body_part_14,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_41,Morph_42,Recording_number_331,Body_part_2,Contact_recipient_2,NA,NA
Gesture_record_42,Morph_92,Recording_number_987,Body_part_16,NA,NA,NA
Gesture_record_43,Morph_93,Recording_number_1943,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_3,Morph_124,Recording_number_1185,Body_part_15,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_1238,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_65,Morph_2,Recording_number_271,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_65,Morph_2,Recording_number_828,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_55,Recording_number_615,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_55,Recording_number_491,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_37,Morph_110,Recording_number_138,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_15,Morph_25,Recording_number_712,Body_part_12,Contact_recipient_7,NA,NA
Gesture_record_43,Morph_93,Recording_number_2403,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_61,Morph_62,Recording_number_685,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_82,Recording_number_688,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_8,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_63,Recording_number_864,Body_part_3,Contact_recipient_7,NA,NA
Gesture_record_31,Morph_83,Recording_number_105,Body_part_12,NA,NA,NA
Gesture_record_3,Morph_114,Recording_number_176,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_141,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_78,Recording_number_103,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_49,Morph_118,Recording_number_2578,Body_part_16,Contact_recipient_6,Lateral_use_1,Repetition_2
Gesture_record_25,Morph_122,Recording_number_1895,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_45,Morph_80,Recording_number_1365,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_25,Morph_122,Recording_number_2181,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_65,Morph_2,Recording_number_2591,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_82,Recording_number_1336,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_45,Morph_72,Recording_number_2580,Body_part_2,Contact_recipient_6,NA,NA
Gesture_record_42,Morph_92,Recording_number_1746,Body_part_16,NA,NA,NA
Gesture_record_31,Morph_83,Recording_number_753,Body_part_12,NA,NA,NA
Gesture_record_43,Morph_93,Recording_number_707,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_65,Morph_21,Recording_number_752,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_55,Recording_number_2312,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_53,Morph_35,Recording_number_275,Body_part_4,NA,Lateral_use_1,Repetition_3
Gesture_record_3,Morph_124,Recording_number_1138,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_67,NA,Recording_number_2314,Body_part_16,NA,Lateral_use_3,Repetition_3
Gesture_record_67,Morph_12,Recording_number_1853,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_6,Morph_48,Recording_number_163,Body_part_5,NA,Lateral_use_1,Repetition_3
Gesture_record_39,Morph_36,Recording_number_1648,Body_part_12,NA,NA,NA
Gesture_record_67,Morph_58,Recording_number_1056,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_75,Morph_24,Recording_number_566,Body_part_12,NA,NA,Repetition_3
Gesture_record_73,Morph_91,Recording_number_490,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_37,Morph_110,Recording_number_1512,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_42,Morph_92,Recording_number_1665,Body_part_16,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_461,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_73,NA,Recording_number_1227,Body_part_16,NA,Lateral_use_3,NA
Gesture_record_37,Morph_110,Recording_number_1035,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_49,Morph_118,Recording_number_589,Body_part_16,Contact_recipient_6,Lateral_use_1,Repetition_2
Gesture_record_37,Morph_110,Recording_number_2786,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_43,Morph_93,Recording_number_2191,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_36,Morph_53,Recording_number_3003,Body_part_12,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_2533,Body_part_12,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_2304,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_43,Morph_93,Recording_number_346,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_72,Morph_70,Recording_number_689,Body_part_14,NA,NA,NA
Gesture_record_2,Morph_56,Recording_number_2460,Body_part_12,NA,NA,Repetition_2
Gesture_record_25,Morph_122,Recording_number_722,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_65,Morph_2,Recording_number_1654,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_114,Recording_number_273,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_27,Morph_13,Recording_number_946,Body_part_12,NA,NA,NA
Gesture_record_65,Morph_2,Recording_number_39,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_65,Morph_2,Recording_number_2029,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_81,Recording_number_418,Body_part_15,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_37,Morph_110,Recording_number_204,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_3,Morph_5,Recording_number_222,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_2858,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_2708,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_22,Morph_47,Recording_number_474,Body_part_5,NA,Lateral_use_1,Repetition_3
Gesture_record_56,Morph_33,Recording_number_3151,Body_part_16,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_520,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_67,Morph_23,Recording_number_668,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_42,Morph_92,Recording_number_3055,Body_part_16,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_2145,Body_part_16,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_1720,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_67,Morph_12,Recording_number_1582,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_67,Morph_12,Recording_number_2957,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_52,Morph_66,Recording_number_760,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_25,Morph_122,Recording_number_1010,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_53,Morph_35,Recording_number_2232,Body_part_4,NA,Lateral_use_1,Repetition_3
Gesture_record_25,Morph_75,Recording_number_1634,Body_part_15,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_25,Morph_122,Recording_number_318,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_43,Morph_93,Recording_number_2117,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_43,Morph_93,Recording_number_1450,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_36,Morph_53,Recording_number_3135,Body_part_12,NA,NA,NA
Gesture_record_8,Morph_126,Recording_number_1283,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_67,Morph_43,Recording_number_2426,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_67,Morph_43,Recording_number_2066,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_69,Morph_3,Recording_number_242,Body_part_2,Contact_recipient_7,Lateral_use_1,Repetition_2
Gesture_record_69,Morph_16,Recording_number_2226,Body_part_15,Contact_recipient_2,Lateral_use_1,Repetition_2
Gesture_record_40,Morph_1,Recording_number_1172,Body_part_12,NA,NA,NA
Gesture_record_24,Morph_69,Recording_number_1843,Body_part_12,NA,NA,NA
Gesture_record_45,Morph_80,Recording_number_2722,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_28,Morph_38,Recording_number_1301,Body_part_14,NA,NA,NA
Gesture_record_28,Morph_38,Recording_number_180,Body_part_14,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_1661,Body_part_16,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_2554,Body_part_16,NA,NA,NA
Gesture_record_53,Morph_35,Recording_number_747,Body_part_4,NA,Lateral_use_1,Repetition_3
Gesture_record_53,Morph_35,Recording_number_2031,Body_part_4,NA,Lateral_use_1,Repetition_3
Gesture_record_43,Morph_93,Recording_number_1816,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_69,Morph_16,Recording_number_2927,Body_part_15,Contact_recipient_2,Lateral_use_1,Repetition_2
Gesture_record_69,Morph_16,Recording_number_1442,Body_part_15,Contact_recipient_2,Lateral_use_1,Repetition_2
Gesture_record_36,Morph_53,Recording_number_900,Body_part_12,NA,NA,NA
Gesture_record_45,Morph_80,Recording_number_236,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_61,Morph_62,Recording_number_2947,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_43,Morph_93,Recording_number_691,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_25,Morph_75,Recording_number_295,Body_part_15,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_58,Morph_31,Recording_number_2569,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_53,Morph_22,Recording_number_831,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_3,Morph_114,Recording_number_1726,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_45,Morph_72,Recording_number_2579,Body_part_15,Contact_recipient_6,NA,NA
Gesture_record_8,Morph_126,Recording_number_21,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_18,Morph_100,Recording_number_1387,Body_part_5,NA,NA,NA
Gesture_record_65,NA,Recording_number_959,Body_part_16,Contact_recipient_1,Lateral_use_1,NA
Gesture_record_45,Morph_80,Recording_number_2540,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_64,Morph_102,Recording_number_2420,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_25,Morph_55,Recording_number_3086,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_68,Morph_54,Recording_number_1361,Body_part_16,NA,NA,NA
Gesture_record_41,Morph_42,Recording_number_420,Body_part_2,Contact_recipient_2,NA,NA
Gesture_record_25,NA,Recording_number_2745,Body_part_5,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,NA,Recording_number_1690,Body_part_5,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,NA,Recording_number_57,Body_part_5,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_75,Recording_number_1256,Body_part_2,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_25,Morph_81,Recording_number_803,Body_part_15,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,NA,Recording_number_1722,Body_part_14,Contact_recipient_1,Lateral_use_1,NA
Gesture_record_25,Morph_81,Recording_number_2551,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_8,Morph_126,Recording_number_809,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_3,Morph_114,Recording_number_2475,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_57,Morph_20,Recording_number_348,Body_part_10,Contact_recipient_3,NA,NA
Gesture_record_3,Morph_5,Recording_number_394,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_45,Morph_85,Recording_number_2587,Body_part_15,Contact_recipient_2,NA,NA
Gesture_record_54,Morph_120,Recording_number_353,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_36,Morph_53,Recording_number_2843,Body_part_12,NA,NA,NA
Gesture_record_8,Morph_126,Recording_number_1089,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_41,Morph_34,Recording_number_1919,Body_part_14,Contact_recipient_6,NA,NA
Gesture_record_41,Morph_34,Recording_number_756,Body_part_14,Contact_recipient_6,NA,NA
Gesture_record_18,Morph_100,Recording_number_58,Body_part_5,NA,NA,NA
Gesture_record_65,Morph_2,Recording_number_480,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_45,Morph_85,Recording_number_3094,Body_part_9,Contact_recipient_2,NA,NA
Gesture_record_25,NA,Recording_number_1003,Body_part_9,Contact_recipient_2,NA,NA
Gesture_record_37,Morph_110,Recording_number_511,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_41,Morph_32,Recording_number_1312,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_59,Morph_89,Recording_number_361,Body_part_15,Contact_recipient_6,Lateral_use_1,Repetition_2
Gesture_record_45,Morph_72,Recording_number_2206,Body_part_15,Contact_recipient_6,NA,NA
Gesture_record_25,Morph_82,Recording_number_2419,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_82,Recording_number_1701,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_122,Recording_number_757,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_54,Morph_120,Recording_number_354,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_55,Recording_number_3194,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_124,Recording_number_2019,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_30,Morph_119,Recording_number_3107,Body_part_12,NA,NA,NA
Gesture_record_65,Morph_21,Recording_number_3198,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_67,NA,Recording_number_637,Body_part_16,NA,Lateral_use_3,Repetition_3
Gesture_record_25,Morph_78,Recording_number_2332,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_55,Recording_number_816,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_8,Morph_126,Recording_number_530,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_3078,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_43,Morph_93,Recording_number_2776,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_49,Morph_99,Recording_number_561,Body_part_16,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_57,Morph_11,Recording_number_30,Body_part_10,Contact_recipient_2,NA,NA
Gesture_record_8,Morph_126,Recording_number_943,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_15,Morph_25,Recording_number_2106,Body_part_12,Contact_recipient_7,NA,NA
Gesture_record_25,NA,Recording_number_678,Body_part_14,Contact_recipient_1,Lateral_use_1,NA
Gesture_record_57,NA,Recording_number_833,Body_part_10,Contact_recipient_4,NA,NA
Gesture_record_57,Morph_11,Recording_number_1950,Body_part_10,Contact_recipient_2,NA,NA
Gesture_record_23,Morph_94,Recording_number_175,Body_part_10,NA,NA,NA
Gesture_record_23,Morph_94,Recording_number_1540,Body_part_10,NA,NA,NA
Gesture_record_23,Morph_94,Recording_number_1948,Body_part_10,NA,NA,NA
Gesture_record_23,Morph_94,Recording_number_1065,Body_part_10,NA,NA,NA
Gesture_record_3,Morph_73,Recording_number_1377,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_40,Morph_1,Recording_number_910,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_649,Body_part_12,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_2140,Body_part_16,NA,NA,NA
Gesture_record_74,Morph_26,Recording_number_415,Body_part_14,NA,NA,NA
Gesture_record_65,Morph_76,Recording_number_664,Body_part_15,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_53,Morph_22,Recording_number_454,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_37,Morph_110,Recording_number_2028,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_45,NA,Recording_number_497,Body_part_16,Contact_recipient_1,NA,NA
Gesture_record_69,Morph_3,Recording_number_2315,Body_part_2,Contact_recipient_6,Lateral_use_1,Repetition_3
Gesture_record_69,Morph_3,Recording_number_2491,Body_part_2,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_69,Morph_3,Recording_number_875,Body_part_2,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_69,Morph_3,Recording_number_1905,Body_part_2,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_69,Morph_3,Recording_number_2344,Body_part_2,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_69,Morph_3,Recording_number_2507,Body_part_2,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_49,Morph_118,Recording_number_1778,Body_part_16,Contact_recipient_2,Lateral_use_1,Repetition_2
Gesture_record_65,Morph_2,Recording_number_3197,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
